FeatureCode,DateCode,Measurement,Units,Value,Residential Status
S12000038,2012,Ratio,"Per 1,000 Children",2.03,Residential Care
S12000048,2014,Ratio,"Per 1,000 Children",1.35,At Home
S12000048,2015,Ratio,"Per 1,000 Children",1.56,At Home
S12000038,2014,Ratio,"Per 1,000 Children",6.77,At Home
S12000041,2013,Ratio,"Per 1,000 Children",0.75,Residential Care
S12000041,2016,Ratio,"Per 1,000 Children",10.65,All
S12000041,2011,Ratio,"Per 1,000 Children",0.69,Residential Care
S12000041,2014,Ratio,"Per 1,000 Children",0.71,Residential Care
S12000048,2014,Ratio,"Per 1,000 Children",3.23,Other Community Placement
S12000038,2015,Ratio,"Per 1,000 Children",1.51,Residential Care
S12000048,2011,Ratio,"Per 1,000 Children",2.71,Foster / Prospective Adopters
S12000038,2011,Ratio,"Per 1,000 Children",2.13,Residential Care
S12000038,2011,Ratio,"Per 1,000 Children",22.15,All
S12000038,2013,Ratio,"Per 1,000 Children",2.22,Residential Care
S12000048,2015,Ratio,"Per 1,000 Children",2.9,Other Community Placement
S12000048,2013,Ratio,"Per 1,000 Children",3.46,Foster / Prospective Adopters
S12000038,2009,Ratio,"Per 1,000 Children",4.05,Other Community Placement
S12000048,2014,Ratio,"Per 1,000 Children",0.67,Residential Care
S12000048,2009,Ratio,"Per 1,000 Children",6.84,All
S12000048,2010,Ratio,"Per 1,000 Children",1.46,Other Community Placement
S12000038,2014,Ratio,"Per 1,000 Children",1.76,Residential Care
S12000038,2013,Ratio,"Per 1,000 Children",7.58,Foster / Prospective Adopters
S12000049,2011,Ratio,"Per 1,000 Children",2.22,Residential Care
S12000049,2009,Ratio,"Per 1,000 Children",9.07,Foster / Prospective Adopters
S12000049,2009,Ratio,"Per 1,000 Children",12.31,At Home
S12000049,2012,Ratio,"Per 1,000 Children",34.44,All
S12000047,2011,Ratio,"Per 1,000 Children",2.65,At Home
S12000049,2015,Ratio,"Per 1,000 Children",12.41,Other Community Placement
S12000049,2016,Ratio,"Per 1,000 Children",30.09,All
S12000042,2010,Ratio,"Per 1,000 Children",6.69,At Home
S12000049,2012,Ratio,"Per 1,000 Children",9.0,At Home
S12000042,2010,Ratio,"Per 1,000 Children",23.41,All
S12000038,2012,Ratio,"Per 1,000 Children",7.81,At Home
S12000049,2011,Ratio,"Per 1,000 Children",35.37,All
S12000042,2011,Ratio,"Per 1,000 Children",7.93,Other Community Placement
S12000042,2014,Ratio,"Per 1,000 Children",22.86,All
S12000038,2014,Ratio,"Per 1,000 Children",20.89,All
S12000038,2012,Ratio,"Per 1,000 Children",7.37,Foster / Prospective Adopters
S12000047,2014,Ratio,"Per 1,000 Children",1.4,Residential Care
S12000041,2015,Ratio,"Per 1,000 Children",0.63,Residential Care
S12000038,2009,Ratio,"Per 1,000 Children",6.43,Foster / Prospective Adopters
S12000049,2017,Ratio,"Per 1,000 Children",25.64,All
S12000038,2011,Ratio,"Per 1,000 Children",7.17,Foster / Prospective Adopters
S12000041,2012,Ratio,"Per 1,000 Children",0.66,Residential Care
S12000047,2013,Ratio,"Per 1,000 Children",1.14,Residential Care
S12000049,2014,Ratio,"Per 1,000 Children",12.49,Other Community Placement
S12000047,2015,Ratio,"Per 1,000 Children",1.96,Residential Care
S12000047,2015,Ratio,"Per 1,000 Children",7.13,Foster / Prospective Adopters
S12000049,2015,Ratio,"Per 1,000 Children",31.15,All
S12000042,2015,Ratio,"Per 1,000 Children",5.06,At Home
S12000038,2010,Ratio,"Per 1,000 Children",6.68,Foster / Prospective Adopters
S12000038,2012,Ratio,"Per 1,000 Children",5.6,Other Community Placement
S12000041,2015,Ratio,"Per 1,000 Children",11.68,All
S12000048,2011,Ratio,"Per 1,000 Children",6.99,All
S12000048,2009,Ratio,"Per 1,000 Children",0.31,Residential Care
S12000048,2011,Ratio,"Per 1,000 Children",1.7,At Home
S12000041,2009,Ratio,"Per 1,000 Children",3.04,At Home
S12000041,2010,Ratio,"Per 1,000 Children",2.4,Other Community Placement
S12000048,2013,Ratio,"Per 1,000 Children",2.61,Other Community Placement
S12000041,2010,Ratio,"Per 1,000 Children",2.27,At Home
S12000041,2013,Ratio,"Per 1,000 Children",1.42,Other Community Placement
S12000041,2014,Ratio,"Per 1,000 Children",12.08,All
S12000048,2009,Ratio,"Per 1,000 Children",1.08,Other Community Placement
S12000041,2012,Ratio,"Per 1,000 Children",3.33,At Home
S12000041,2009,Ratio,"Per 1,000 Children",1.63,Other Community Placement
S12000048,2015,Ratio,"Per 1,000 Children",0.71,Residential Care
S12000048,2014,Ratio,"Per 1,000 Children",8.73,All
S12000041,2012,Ratio,"Per 1,000 Children",5.57,Foster / Prospective Adopters
S12000048,2010,Ratio,"Per 1,000 Children",2.81,Foster / Prospective Adopters
S12000048,2009,Ratio,"Per 1,000 Children",2.92,Foster / Prospective Adopters
S12000041,2013,Ratio,"Per 1,000 Children",5.97,Foster / Prospective Adopters
S12000041,2014,Ratio,"Per 1,000 Children",5.73,Foster / Prospective Adopters
S12000041,2012,Ratio,"Per 1,000 Children",11.32,All
S12000041,2010,Ratio,"Per 1,000 Children",6.39,Foster / Prospective Adopters
S12000048,2012,Ratio,"Per 1,000 Children",2.31,Other Community Placement
S12000048,2011,Ratio,"Per 1,000 Children",1.95,Other Community Placement
S12000041,2015,Ratio,"Per 1,000 Children",5.28,Foster / Prospective Adopters
S12000041,2013,Ratio,"Per 1,000 Children",11.19,All
S12000041,2011,Ratio,"Per 1,000 Children",5.79,Foster / Prospective Adopters
S12000048,2012,Ratio,"Per 1,000 Children",7.81,All
S12000041,2014,Ratio,"Per 1,000 Children",4.08,At Home
S12000041,2009,Ratio,"Per 1,000 Children",5.82,Foster / Prospective Adopters
S12000048,2013,Ratio,"Per 1,000 Children",1.77,At Home
S12000048,2015,Ratio,"Per 1,000 Children",3.86,Foster / Prospective Adopters
S12000048,2012,Ratio,"Per 1,000 Children",2.84,Foster / Prospective Adopters
S12000038,2013,Ratio,"Per 1,000 Children",7.2,At Home
S12000038,2009,Ratio,"Per 1,000 Children",20.33,All
S12000041,2011,Ratio,"Per 1,000 Children",10.81,All
S12000048,2010,Ratio,"Per 1,000 Children",6.97,All
S12000041,2011,Ratio,"Per 1,000 Children",2.25,At Home
S12000041,2009,Ratio,"Per 1,000 Children",0.68,Residential Care
S12000041,2015,Ratio,"Per 1,000 Children",4.12,At Home
S12000038,2015,Ratio,"Per 1,000 Children",5.23,Other Community Placement
S12000048,2012,Ratio,"Per 1,000 Children",0.63,Residential Care
S12000048,2016,Ratio,"Per 1,000 Children",10.13,All
S12000048,2018,Ratio,"Per 1,000 Children",10.09,All
S12000048,2014,Ratio,"Per 1,000 Children",3.48,Foster / Prospective Adopters
S12000041,2010,Ratio,"Per 1,000 Children",11.75,All
S12000048,2009,Ratio,"Per 1,000 Children",2.54,At Home
S12000041,2018,Ratio,"Per 1,000 Children",11.54,All
S12000041,2013,Ratio,"Per 1,000 Children",3.05,At Home
S12000048,2015,Ratio,"Per 1,000 Children",9.03,All
S12000048,2010,Ratio,"Per 1,000 Children",0.31,Residential Care
S12000041,2015,Ratio,"Per 1,000 Children",1.66,Other Community Placement
S12000048,2017,Ratio,"Per 1,000 Children",10.01,All
S12000048,2012,Ratio,"Per 1,000 Children",2.03,At Home
S12000041,2011,Ratio,"Per 1,000 Children",2.07,Other Community Placement
S12000048,2010,Ratio,"Per 1,000 Children",2.39,At Home
S12000041,2012,Ratio,"Per 1,000 Children",1.75,Other Community Placement
S12000048,2013,Ratio,"Per 1,000 Children",8.37,All
S12000041,2009,Ratio,"Per 1,000 Children",11.16,All
S12000041,2017,Ratio,"Per 1,000 Children",11.57,All
S12000042,2014,Ratio,"Per 1,000 Children",9.67,Foster / Prospective Adopters
S12000049,2010,Ratio,"Per 1,000 Children",2.3,Residential Care
S12000049,2015,Ratio,"Per 1,000 Children",2.71,Residential Care
S12000036,2012,Ratio,"Per 1,000 Children",4.51,At Home
S12000042,2009,Ratio,"Per 1,000 Children",1.73,Residential Care
S12000049,2013,Ratio,"Per 1,000 Children",11.07,Foster / Prospective Adopters
S12000047,2012,Ratio,"Per 1,000 Children",2.63,Other Community Placement
S12000049,2012,Ratio,"Per 1,000 Children",2.44,Residential Care
S12000036,2012,Ratio,"Per 1,000 Children",7.69,Foster / Prospective Adopters
S12000049,2015,Ratio,"Per 1,000 Children",10.71,Foster / Prospective Adopters
S12000036,2010,Ratio,"Per 1,000 Children",1.31,Residential Care
S12000049,2015,Ratio,"Per 1,000 Children",5.33,At Home
S12000042,2010,Ratio,"Per 1,000 Children",7.5,Foster / Prospective Adopters
S12000036,2014,Ratio,"Per 1,000 Children",1.08,Residential Care
S12000049,2013,Ratio,"Per 1,000 Children",2.47,Residential Care
S12000049,2010,Ratio,"Per 1,000 Children",12.94,At Home
S12000049,2014,Ratio,"Per 1,000 Children",2.46,Residential Care
S12000042,2011,Ratio,"Per 1,000 Children",9.38,Foster / Prospective Adopters
S12000036,2012,Ratio,"Per 1,000 Children",3.47,Other Community Placement
S12000042,2012,Ratio,"Per 1,000 Children",26.86,All
S12000049,2014,Ratio,"Per 1,000 Children",11.14,Foster / Prospective Adopters
S12000049,2013,Ratio,"Per 1,000 Children",7.86,At Home
S12000047,2015,Ratio,"Per 1,000 Children",2.36,At Home
S12000036,2014,Ratio,"Per 1,000 Children",4.23,Other Community Placement
S12000047,2010,Ratio,"Per 1,000 Children",3.06,At Home
S12000036,2011,Ratio,"Per 1,000 Children",5.33,At Home
S12000047,2014,Ratio,"Per 1,000 Children",1.66,At Home
S12000047,2009,Ratio,"Per 1,000 Children",0.97,Residential Care
S12000047,2009,Ratio,"Per 1,000 Children",3.14,At Home
S12000036,2011,Ratio,"Per 1,000 Children",3.27,Other Community Placement
S12000042,2011,Ratio,"Per 1,000 Children",1.64,Residential Care
S12000042,2013,Ratio,"Per 1,000 Children",1.44,Residential Care
S12000047,2013,Ratio,"Per 1,000 Children",11.99,All
S12000049,2011,Ratio,"Per 1,000 Children",11.18,At Home
S12000036,2010,Ratio,"Per 1,000 Children",6.66,Foster / Prospective Adopters
S12000036,2011,Ratio,"Per 1,000 Children",1.3,Residential Care
S12000036,2009,Ratio,"Per 1,000 Children",6.17,Foster / Prospective Adopters
S12000042,2011,Ratio,"Per 1,000 Children",26.36,All
S12000036,2018,Ratio,"Per 1,000 Children",15.07,All
S12000042,2013,Ratio,"Per 1,000 Children",25.71,All
S12000042,2010,Ratio,"Per 1,000 Children",1.73,Residential Care
S12000036,2017,Ratio,"Per 1,000 Children",15.67,All
S12000036,2011,Ratio,"Per 1,000 Children",16.7,All
S12000036,2014,Ratio,"Per 1,000 Children",4.1,At Home
S12000050,2013,Ratio,"Per 1,000 Children",0.5,Residential Care
S12000047,2011,Ratio,"Per 1,000 Children",11.23,All
S12000036,2009,Ratio,"Per 1,000 Children",1.52,Residential Care
S12000049,2014,Ratio,"Per 1,000 Children",6.04,At Home
S12000049,2010,Ratio,"Per 1,000 Children",10.06,Foster / Prospective Adopters
S12000042,2009,Ratio,"Per 1,000 Children",6.12,Foster / Prospective Adopters
S12000042,2012,Ratio,"Per 1,000 Children",1.71,Residential Care
S12000047,2010,Ratio,"Per 1,000 Children",10.83,All
S12000047,2015,Ratio,"Per 1,000 Children",14.14,All
S12000036,2013,Ratio,"Per 1,000 Children",4.39,At Home
S12000036,2013,Ratio,"Per 1,000 Children",7.6,Foster / Prospective Adopters
S12000049,2009,Ratio,"Per 1,000 Children",5.55,Other Community Placement
S12000036,2015,Ratio,"Per 1,000 Children",3.87,Other Community Placement
S12000042,2014,Ratio,"Per 1,000 Children",5.11,At Home
S12000047,2012,Ratio,"Per 1,000 Children",11.7,All
S12000042,2013,Ratio,"Per 1,000 Children",6.21,At Home
S12000038,2010,Ratio,"Per 1,000 Children",4.74,Other Community Placement
S12000038,2014,Ratio,"Per 1,000 Children",5.13,Other Community Placement
S12000038,2017,Ratio,"Per 1,000 Children",19.46,All
S12000049,2009,Ratio,"Per 1,000 Children",29.2,All
S12000038,2014,Ratio,"Per 1,000 Children",7.24,Foster / Prospective Adopters
S12000038,2012,Ratio,"Per 1,000 Children",22.82,All
S12000047,2010,Ratio,"Per 1,000 Children",2.3,Other Community Placement
S12000049,2010,Ratio,"Per 1,000 Children",32.46,All
S12000047,2011,Ratio,"Per 1,000 Children",5.08,Foster / Prospective Adopters
S12000042,2012,Ratio,"Per 1,000 Children",7.69,Other Community Placement
S12000049,2011,Ratio,"Per 1,000 Children",10.78,Foster / Prospective Adopters
S12000047,2012,Ratio,"Per 1,000 Children",5.72,Foster / Prospective Adopters
S12000049,2012,Ratio,"Per 1,000 Children",11.24,Foster / Prospective Adopters
S12000047,2009,Ratio,"Per 1,000 Children",4.69,Foster / Prospective Adopters
S12000038,2013,Ratio,"Per 1,000 Children",5.72,Other Community Placement
S12000038,2016,Ratio,"Per 1,000 Children",20.14,All
S12000038,2011,Ratio,"Per 1,000 Children",5.5,Other Community Placement
S12000049,2013,Ratio,"Per 1,000 Children",12.33,Other Community Placement
S12000042,2013,Ratio,"Per 1,000 Children",8.27,Other Community Placement
S12000038,2011,Ratio,"Per 1,000 Children",7.34,At Home
S12000042,2009,Ratio,"Per 1,000 Children",21.13,All
S12000049,2014,Ratio,"Per 1,000 Children",32.13,All
S12000042,2016,Ratio,"Per 1,000 Children",22.03,All
S12000038,2018,Ratio,"Per 1,000 Children",19.35,All
S12000049,2012,Ratio,"Per 1,000 Children",11.76,Other Community Placement
S12000038,2015,Ratio,"Per 1,000 Children",20.17,All
S12000038,2010,Ratio,"Per 1,000 Children",22.55,All
S12000038,2015,Ratio,"Per 1,000 Children",6.51,At Home
S12000047,2009,Ratio,"Per 1,000 Children",2.1,Other Community Placement
S12000042,2012,Ratio,"Per 1,000 Children",7.76,At Home
S12000049,2018,Ratio,"Per 1,000 Children",25.43,All
S12000036,2009,Ratio,"Per 1,000 Children",3.32,Other Community Placement
S12000049,2010,Ratio,"Per 1,000 Children",7.17,Other Community Placement
S12000047,2014,Ratio,"Per 1,000 Children",2.83,Other Community Placement
S12000049,2013,Ratio,"Per 1,000 Children",33.72,All
S12000036,2015,Ratio,"Per 1,000 Children",7.56,Foster / Prospective Adopters
S12000042,2015,Ratio,"Per 1,000 Children",1.75,Residential Care
S12000047,2015,Ratio,"Per 1,000 Children",2.68,Other Community Placement
S12000036,2009,Ratio,"Per 1,000 Children",5.51,At Home
S12000036,2010,Ratio,"Per 1,000 Children",5.32,At Home
S12000042,2015,Ratio,"Per 1,000 Children",9.86,Foster / Prospective Adopters
S12000036,2015,Ratio,"Per 1,000 Children",4.15,At Home
S12000036,2013,Ratio,"Per 1,000 Children",3.54,Other Community Placement
S12000047,2014,Ratio,"Per 1,000 Children",12.89,All
S12000049,2009,Ratio,"Per 1,000 Children",2.27,Residential Care
S12000036,2014,Ratio,"Per 1,000 Children",7.4,Foster / Prospective Adopters
S12000047,2012,Ratio,"Per 1,000 Children",0.77,Residential Care
S12000047,2011,Ratio,"Per 1,000 Children",0.81,Residential Care
S12000047,2014,Ratio,"Per 1,000 Children",7.0,Foster / Prospective Adopters
S12000038,2009,Ratio,"Per 1,000 Children",7.11,At Home
S12000038,2010,Ratio,"Per 1,000 Children",8.91,At Home
S12000042,2009,Ratio,"Per 1,000 Children",6.48,At Home
S12000038,2015,Ratio,"Per 1,000 Children",6.92,Foster / Prospective Adopters
S12000036,2015,Ratio,"Per 1,000 Children",1.11,Residential Care
S12000047,2010,Ratio,"Per 1,000 Children",4.65,Foster / Prospective Adopters
S12000049,2011,Ratio,"Per 1,000 Children",11.19,Other Community Placement
S12000042,2011,Ratio,"Per 1,000 Children",7.41,At Home
S12000036,2010,Ratio,"Per 1,000 Children",3.14,Other Community Placement
S12000047,2016,Ratio,"Per 1,000 Children",13.56,All
S12000036,2011,Ratio,"Per 1,000 Children",6.79,Foster / Prospective Adopters
S12000011,2010,Ratio,"Per 1,000 Children",1.62,Foster / Prospective Adopters
S12000011,2015,Ratio,"Per 1,000 Children",6.99,All
S12000011,2018,Ratio,"Per 1,000 Children",5.08,All
S12000011,2013,Ratio,"Per 1,000 Children",0.49,Residential Care
S12000011,2011,Ratio,"Per 1,000 Children",7.51,All
S12000011,2016,Ratio,"Per 1,000 Children",6.23,All
S12000011,2011,Ratio,"Per 1,000 Children",1.56,Other Community Placement
S12000011,2013,Ratio,"Per 1,000 Children",5.51,At Home
S12000011,2011,Ratio,"Per 1,000 Children",4.39,At Home
S12000011,2015,Ratio,"Per 1,000 Children",1.34,Foster / Prospective Adopters
S12000011,2013,Ratio,"Per 1,000 Children",9.12,All
S12000011,2014,Ratio,"Per 1,000 Children",5.11,At Home
S12000011,2013,Ratio,"Per 1,000 Children",1.66,Other Community Placement
S12000011,2010,Ratio,"Per 1,000 Children",0.2,Residential Care
S12000011,2012,Ratio,"Per 1,000 Children",4.67,At Home
S12000011,2015,Ratio,"Per 1,000 Children",3.5,At Home
S12000011,2014,Ratio,"Per 1,000 Children",0.63,Residential Care
S12000011,2010,Ratio,"Per 1,000 Children",3.92,At Home
S12000011,2009,Ratio,"Per 1,000 Children",7.78,All
S12000011,2009,Ratio,"Per 1,000 Children",1.71,Foster / Prospective Adopters
S12000011,2012,Ratio,"Per 1,000 Children",1.52,Other Community Placement
S12000011,2015,Ratio,"Per 1,000 Children",0.38,Residential Care
S12000011,2012,Ratio,"Per 1,000 Children",1.67,Foster / Prospective Adopters
S12000011,2010,Ratio,"Per 1,000 Children",1.67,Other Community Placement
S12000011,2015,Ratio,"Per 1,000 Children",1.77,Other Community Placement
S12000011,2012,Ratio,"Per 1,000 Children",0.69,Residential Care
S12000011,2009,Ratio,"Per 1,000 Children",4.31,At Home
S12000011,2012,Ratio,"Per 1,000 Children",8.55,All
S12000013,2015,Ratio,"Per 1,000 Children",2.23,Foster / Prospective Adopters
S12000013,2013,Ratio,"Per 1,000 Children",2.53,Residential Care
S12000013,2016,Ratio,"Per 1,000 Children",7.5,All
S12000013,2014,Ratio,"Per 1,000 Children",0.99,Other Community Placement
S12000013,2013,Ratio,"Per 1,000 Children",11.87,All
S12000013,2012,Ratio,"Per 1,000 Children",3.44,At Home
S12000013,2011,Ratio,"Per 1,000 Children",3.56,Foster / Prospective Adopters
S12000013,2012,Ratio,"Per 1,000 Children",3.63,Foster / Prospective Adopters
S12000013,2011,Ratio,"Per 1,000 Children",10.32,All
S12000013,2012,Ratio,"Per 1,000 Children",10.33,All
S12000013,2015,Ratio,"Per 1,000 Children",1.62,Other Community Placement
S12000013,2010,Ratio,"Per 1,000 Children",11.0,All
S12000013,2014,Ratio,"Per 1,000 Children",1.99,Foster / Prospective Adopters
S12000013,2014,Ratio,"Per 1,000 Children",2.38,Residential Care
S12000013,2018,Ratio,"Per 1,000 Children",8.47,All
S12000013,2010,Ratio,"Per 1,000 Children",4.1,At Home
S12000013,2012,Ratio,"Per 1,000 Children",2.1,Residential Care
S12000013,2013,Ratio,"Per 1,000 Children",2.14,Other Community Placement
S12000011,2014,Ratio,"Per 1,000 Children",1.25,Other Community Placement
S12000011,2011,Ratio,"Per 1,000 Children",0.34,Residential Care
S12000013,2015,Ratio,"Per 1,000 Children",2.43,Residential Care
S12000013,2010,Ratio,"Per 1,000 Children",2.8,Foster / Prospective Adopters
S12000013,2013,Ratio,"Per 1,000 Children",4.28,At Home
S12000013,2009,Ratio,"Per 1,000 Children",8.88,All
S12000013,2015,Ratio,"Per 1,000 Children",3.24,At Home
S12000013,2011,Ratio,"Per 1,000 Children",1.5,Other Community Placement
S12000013,2013,Ratio,"Per 1,000 Children",2.92,Foster / Prospective Adopters
S12000010,2015,Ratio,"Per 1,000 Children",2.07,Other Community Placement
S12000010,2011,Ratio,"Per 1,000 Children",9.41,All
S12000010,2009,Ratio,"Per 1,000 Children",3.65,At Home
S12000010,2013,Ratio,"Per 1,000 Children",1.41,Other Community Placement
S12000010,2015,Ratio,"Per 1,000 Children",9.88,All
S12000010,2013,Ratio,"Per 1,000 Children",9.38,All
S12000010,2013,Ratio,"Per 1,000 Children",1.32,Residential Care
S12000010,2014,Ratio,"Per 1,000 Children",4.42,Foster / Prospective Adopters
S12000010,2012,Ratio,"Per 1,000 Children",9.4,All
S12000010,2009,Ratio,"Per 1,000 Children",9.46,All
S12000010,2010,Ratio,"Per 1,000 Children",9.91,All
S12000010,2012,Ratio,"Per 1,000 Children",1.13,Residential Care
S12000010,2013,Ratio,"Per 1,000 Children",4.38,Foster / Prospective Adopters
S12000010,2015,Ratio,"Per 1,000 Children",0.89,Residential Care
S12000008,2010,Ratio,"Per 1,000 Children",1.65,Residential Care
S12000008,2015,Ratio,"Per 1,000 Children",19.2,All
S12000008,2012,Ratio,"Per 1,000 Children",1.39,Residential Care
S12000008,2015,Ratio,"Per 1,000 Children",1.29,Residential Care
S12000008,2011,Ratio,"Per 1,000 Children",6.65,Foster / Prospective Adopters
S12000008,2015,Ratio,"Per 1,000 Children",6.62,Other Community Placement
S12000008,2010,Ratio,"Per 1,000 Children",7.02,At Home
S12000010,2014,Ratio,"Per 1,000 Children",1.18,Residential Care
S12000010,2016,Ratio,"Per 1,000 Children",10.77,All
S12000010,2009,Ratio,"Per 1,000 Children",1.87,Other Community Placement
S12000010,2015,Ratio,"Per 1,000 Children",4.23,Foster / Prospective Adopters
S12000008,2010,Ratio,"Per 1,000 Children",6.86,Foster / Prospective Adopters
S12000008,2013,Ratio,"Per 1,000 Children",5.64,At Home
S12000010,2014,Ratio,"Per 1,000 Children",2.73,At Home
S12000010,2011,Ratio,"Per 1,000 Children",2.73,At Home
S12000010,2010,Ratio,"Per 1,000 Children",3.16,Foster / Prospective Adopters
S12000011,2013,Ratio,"Per 1,000 Children",1.46,Foster / Prospective Adopters
S12000010,2009,Ratio,"Per 1,000 Children",2.81,Foster / Prospective Adopters
S12000010,2011,Ratio,"Per 1,000 Children",3.86,Foster / Prospective Adopters
S12000010,2012,Ratio,"Per 1,000 Children",4.23,Foster / Prospective Adopters
S12000010,2010,Ratio,"Per 1,000 Children",0.9,Residential Care
S12000011,2010,Ratio,"Per 1,000 Children",7.41,All
S12000011,2014,Ratio,"Per 1,000 Children",1.45,Foster / Prospective Adopters
S12000011,2011,Ratio,"Per 1,000 Children",1.22,Foster / Prospective Adopters
S12000011,2009,Ratio,"Per 1,000 Children",0.34,Residential Care
S12000011,2017,Ratio,"Per 1,000 Children",5.55,All
S12000011,2014,Ratio,"Per 1,000 Children",8.43,All
S12000011,2009,Ratio,"Per 1,000 Children",1.42,Other Community Placement
S12000010,2018,Ratio,"Per 1,000 Children",11.35,All
S12000010,2013,Ratio,"Per 1,000 Children",2.26,At Home
S12000010,2012,Ratio,"Per 1,000 Children",1.08,Other Community Placement
S12000010,2010,Ratio,"Per 1,000 Children",3.49,At Home
S12000010,2017,Ratio,"Per 1,000 Children",11.35,All
S12000010,2014,Ratio,"Per 1,000 Children",9.83,All
S12000010,2010,Ratio,"Per 1,000 Children",2.36,Other Community Placement
S12000010,2014,Ratio,"Per 1,000 Children",1.5,Other Community Placement
S12000010,2011,Ratio,"Per 1,000 Children",1.74,Other Community Placement
S12000010,2012,Ratio,"Per 1,000 Children",2.96,At Home
S12000010,2011,Ratio,"Per 1,000 Children",1.08,Residential Care
S12000010,2015,Ratio,"Per 1,000 Children",2.68,At Home
S12000010,2009,Ratio,"Per 1,000 Children",1.12,Residential Care
S12000017,2015,Ratio,"Per 1,000 Children",1.76,Residential Care
S12000017,2013,Ratio,"Per 1,000 Children",3.65,Foster / Prospective Adopters
S12000017,2018,Ratio,"Per 1,000 Children",11.73,All
S12000017,2016,Ratio,"Per 1,000 Children",9.68,All
S12000017,2012,Ratio,"Per 1,000 Children",4.15,Foster / Prospective Adopters
S12000017,2014,Ratio,"Per 1,000 Children",2.98,At Home
S12000017,2013,Ratio,"Per 1,000 Children",10.03,All
S12000017,2009,Ratio,"Per 1,000 Children",3.52,At Home
S12000017,2011,Ratio,"Per 1,000 Children",1.51,Residential Care
S12000017,2013,Ratio,"Per 1,000 Children",2.73,At Home
S12000017,2014,Ratio,"Per 1,000 Children",3.29,Foster / Prospective Adopters
S12000017,2009,Ratio,"Per 1,000 Children",3.01,Foster / Prospective Adopters
S12000017,2012,Ratio,"Per 1,000 Children",1.78,Residential Care
S12000017,2010,Ratio,"Per 1,000 Children",2.98,Foster / Prospective Adopters
S12000017,2012,Ratio,"Per 1,000 Children",1.98,Other Community Placement
S12000017,2011,Ratio,"Per 1,000 Children",1.93,Other Community Placement
S12000017,2014,Ratio,"Per 1,000 Children",9.8,All
S12000017,2013,Ratio,"Per 1,000 Children",2.0,Other Community Placement
S12000017,2010,Ratio,"Per 1,000 Children",9.97,All
S12000017,2009,Ratio,"Per 1,000 Children",1.75,Other Community Placement
S12000017,2009,Ratio,"Per 1,000 Children",9.73,All
S12000017,2012,Ratio,"Per 1,000 Children",10.89,All
S12000017,2010,Ratio,"Per 1,000 Children",1.64,Residential Care
S12000017,2011,Ratio,"Per 1,000 Children",10.54,All
S12000017,2014,Ratio,"Per 1,000 Children",1.62,Other Community Placement
S12000017,2015,Ratio,"Per 1,000 Children",2.82,At Home
S12000017,2015,Ratio,"Per 1,000 Children",1.58,Other Community Placement
S12000017,2010,Ratio,"Per 1,000 Children",1.66,Other Community Placement
S12000018,2013,Ratio,"Per 1,000 Children",18.12,All
S12000018,2014,Ratio,"Per 1,000 Children",2.0,Residential Care
S12000018,2015,Ratio,"Per 1,000 Children",3.59,Foster / Prospective Adopters
S12000018,2012,Ratio,"Per 1,000 Children",3.38,Foster / Prospective Adopters
S12000018,2009,Ratio,"Per 1,000 Children",10.33,At Home
S12000018,2016,Ratio,"Per 1,000 Children",14.03,All
S12000018,2013,Ratio,"Per 1,000 Children",3.87,Other Community Placement
S12000018,2015,Ratio,"Per 1,000 Children",5.28,At Home
S12000018,2010,Ratio,"Per 1,000 Children",9.33,At Home
S12000018,2013,Ratio,"Per 1,000 Children",8.53,At Home
S12000018,2014,Ratio,"Per 1,000 Children",3.47,Other Community Placement
S12000018,2012,Ratio,"Per 1,000 Children",10.07,At Home
S12000018,2011,Ratio,"Per 1,000 Children",8.56,At Home
S12000018,2010,Ratio,"Per 1,000 Children",3.47,Other Community Placement
S12000017,2017,Ratio,"Per 1,000 Children",10.75,All
S12000017,2011,Ratio,"Per 1,000 Children",3.39,Foster / Prospective Adopters
S12000017,2015,Ratio,"Per 1,000 Children",3.45,Foster / Prospective Adopters
S12000017,2013,Ratio,"Per 1,000 Children",1.65,Residential Care
S12000017,2015,Ratio,"Per 1,000 Children",9.61,All
S12000017,2014,Ratio,"Per 1,000 Children",1.91,Residential Care
S12000017,2009,Ratio,"Per 1,000 Children",1.45,Residential Care
S12000018,2014,Ratio,"Per 1,000 Children",15.81,All
S12000018,2018,Ratio,"Per 1,000 Children",14.02,All
S12000018,2015,Ratio,"Per 1,000 Children",1.83,Residential Care
S12000018,2013,Ratio,"Per 1,000 Children",1.77,Residential Care
S12000018,2011,Ratio,"Per 1,000 Children",1.98,Residential Care
S12000018,2011,Ratio,"Per 1,000 Children",4.15,Foster / Prospective Adopters
S12000014,2009,Ratio,"Per 1,000 Children",13.68,All
S12000014,2014,Ratio,"Per 1,000 Children",4.79,Foster / Prospective Adopters
S12000014,2013,Ratio,"Per 1,000 Children",3.85,Foster / Prospective Adopters
S12000014,2012,Ratio,"Per 1,000 Children",13.37,All
S12000014,2012,Ratio,"Per 1,000 Children",1.71,Residential Care
S12000014,2009,Ratio,"Per 1,000 Children",5.26,At Home
S12000014,2010,Ratio,"Per 1,000 Children",13.8,All
S12000014,2014,Ratio,"Per 1,000 Children",11.59,All
S12000014,2011,Ratio,"Per 1,000 Children",1.62,Residential Care
